VEC,Pauling_EN,Melting_point_K,DFT_LDA_Etot,outer_shell_electrons,no_of_valence_electrons,Atomic_radius_calculated,Atomic_weight,Pauling_EN_div,entropy,Atomic_radius_calculated_dif,Enthalpy,E_per_el,Phase
7.5,1.7433333333333332,1578.4833333333331,-1139.3757161666667,1.833333333333333,7.5,1.4916666666666667,52.00033333333333,0.1425560318689539,14.896688227162048,10.45334848822486,-6.999999999999999,-189.89595269444445,BCC
7.444444444444445,1.7799999999999998,1607.927777777778,-1108.4244894444444,1.888888888888889,7.444444444444445,1.461111111111111,50.75044444444444,0.1311487704860399,13.14521343892854,11.312665716586537,-10.074074074074073,-221.68489788888888,BCC
7.545454545454547,1.789090909090909,1644.3318181818183,-1136.1824106363636,1.9090909090909087,7.545454545454547,1.479090909090909,51.677090909090914,0.1201858065628947,14.697168880613486,10.432034177886724,-8.925619834710746,-189.3637351060606,BCC
6.909090909090908,1.7563636363636363,1696.7863636363636,-1064.3179883636365,2.0,6.909090909090908,1.507272727272727,50.25172727272727,0.133775437837426,14.697168880613487,11.512480319476506,-17.520661157024794,-177.3863313939394,BCC
6.666666666666666,1.7383333333333333,1716.4833333333331,-1046.2312573333334,2.0,6.666666666666666,1.528333333333333,50.053,0.1413525930273496,14.896688227162048,11.792167493045383,-21.22222222222222,-174.37187622222223,BCC
7.272727272727273,1.7695454545454543,1716.0136363636366,-1127.7939105454543,1.9090909090909087,7.272727272727273,1.5195454545454543,51.91372727272727,0.1329893116938101,15.547215133769992,10.455312621498532,-14.611570247933884,-161.1134157922078,BCC
7.380952380952381,1.7838095238095235,1658.054761904762,-1112.296532047619,1.9523809523809523,7.380952380952381,1.4804761904761905,51.11190476190476,0.1204940698195475,14.335348767850853,10.658504397830528,-10.26757369614512,-185.3827553412698,BCC
7.08695652173913,1.7626086956521738,1681.976086956522,-1089.251374130435,1.9565217391304344,7.08695652173913,1.5047826086956522,50.82973913043477,0.1340738729307335,15.545078142305984,11.304737036119093,-15.773156899810958,-155.60733916149067,BCC
7.249999999999999,1.768333333333333,1668.4,-1112.10697775,1.9166666666666663,7.249999999999999,1.5025,51.35958333333333,0.1340915939034044,15.857159170357944,11.107449880656793,-14.249999999999996,-158.87242539285714,BCC
7.0,1.77,1637.911904761905,-1045.7979469047618,2.0476190476190474,7.0,1.4676190476190474,49.37076190476191,0.1229788986932697,13.344790256113592,11.601323598465578,-12.879818594104307,-209.15958938095235,BCC
6.818181818181818,1.7627272727272727,1605.8772727272728,-1009.2305662727272,2.090909090909091,6.818181818181818,1.4545454545454546,48.35309090909091,0.1246880404770903,13.253901936467193,12.155567140203702,-13.68595041322314,-201.84611325454543,BCC
6.5,1.7499999999999998,1549.8166666666666,-945.2376501666664,2.1666666666666665,6.5,1.4316666666666666,46.57216666666666,0.1266227994214838,12.975746340770254,12.95761173922364,-14.777777777777777,-189.0475300333333,BCC
6.230769230769231,1.7392307692307694,1502.3807692307694,-891.0897980769231,2.230769230769231,6.230769230769231,1.4123076923076925,45.06523076923077,0.1272466737338597,12.632147473836092,13.483665235002034,-15.384615384615389,-178.2179596153846,BCC
6.0,1.73,1461.7214285714288,-844.6773534285713,2.2857142857142856,6.0,1.3957142857142857,43.77357142857143,0.1270545439677665,12.263784450108735,13.828798844845585,-15.673469387755102,-168.93547068571428,BCC
7.186046511627907,1.7193023255813953,1744.7779069767444,-1141.2334800930234,1.837209302325581,7.186046511627907,1.5602325581395349,53.057116279069774,0.1296936524389831,12.319438423123904,7.461017837989879,-5.603028664142779,-228.2466960186047,BCC
7.0,1.7144444444444444,1708.7055555555555,-1101.2371286666666,1.8888888888888888,7.0,1.5433333333333334,51.898222222222216,0.1287643076072723,12.66184843145538,8.952216749919096,-7.407407407407407,-220.24742573333333,BCC
8.166666666666666,1.7483333333333333,1401.5833333333333,-1231.4373268333331,2.0,8.166666666666666,1.47,53.56683333333333,0.1520325257597494,14.896688227162048,11.584616575460135,-19.22222222222222,-205.23955447222212,BCC
6.666666666666666,1.7383333333333333,1716.4833333333331,-1046.2312573333334,2.0,6.666666666666666,1.528333333333333,50.053,0.1413525930273496,14.896688227162048,11.792167493045383,-21.22222222222221,-174.37187622222223,BCC
7.200000000000001,1.778,1673.15,-1086.0220656,2.0,7.200000000000001,1.4820000000000002,50.4902,0.1205653349848122,13.38086680397711,10.900307965618714,-11.840000000000002,-217.20441312000003,BCC
6.5,1.7499999999999998,1549.8166666666666,-945.2376501666664,2.1666666666666665,6.5,1.4316666666666666,46.57216666666666,0.1266227994214838,12.975746340770254,12.95761173922364,-14.777777777777777,-189.0475300333333,BCC
7.363636363636364,1.7336363636363636,1773.998484848485,-1168.6442875454543,1.7878787878787878,7.363636363636364,1.5824242424242425,54.485757575757575,0.14799300110024,17.893574708843694,7.795806971055949,-10.240587695133142,-129.84936528282827,BCC
6.999999999999999,1.7144444444444444,1708.7055555555555,-1101.2371286666666,1.8888888888888888,6.999999999999999,1.5433333333333332,51.898222222222216,0.1287643076072723,12.66184843145538,8.952216749919097,-7.4074074074074066,-220.24742573333333,BCC
7.5,1.7433333333333332,1578.4833333333331,-1139.3757161666667,1.8333333333333333,7.5,1.4916666666666667,52.00033333333333,0.1425560318689539,14.896688227162048,10.45334848822486,-6.999999999999997,-189.89595269444445,BCC
6.857142857142858,1.7910714285714284,1674.2214285714288,-1000.54095825,2.2142857142857144,6.857142857142858,1.4421428571428572,48.08975,0.1200100973642957,14.778117661761367,13.254571102195904,-22.37244897959184,-166.756826375,BCC
7.545454545454546,1.789090909090909,1644.331818181818,-1136.1824106363638,1.909090909090909,7.545454545454546,1.479090909090909,51.67709090909091,0.1201858065628947,14.697168880613486,10.432034177886724,-8.925619834710744,-189.36373510606063,BCC
7.38095238095238,1.7838095238095235,1658.0547619047616,-1112.296532047619,1.9523809523809523,7.38095238095238,1.4804761904761905,51.11190476190476,0.1204940698195475,14.335348767850853,10.65850439783053,-10.267573696145122,-185.3827553412698,BCC
7.076923076923077,1.7826923076923076,1673.534615384615,-1055.3365398846154,2.0769230769230766,7.076923076923077,1.4676923076923076,49.6285,0.12052952693803,14.221596536363382,11.842428461555455,-15.946745562130172,-175.88942331410257,BCC
7.285714285714286,1.7757142857142858,1516.15,-1062.1000992857144,2.0,7.285714285714286,1.43,48.96271428571429,0.1324340421123061,12.88525374543137,11.89104976332988,-13.387755102040812,-212.42001985714288,BCC
7.15686274509804,1.7745098039215688,1694.0911764705884,-1138.2803814705885,1.9803921568627447,7.15686274509804,1.4917647058823529,51.32188235294118,0.1219018204353476,13.920872366202891,11.67862761157898,-12.856593617839296,-189.7133969117648,BCC
7.0,1.7699999999999998,1637.911904761905,-1045.7979469047618,2.0476190476190474,7.0,1.4676190476190474,49.37076190476191,0.1229788986932697,13.344790256113594,11.601323598465578,-12.879818594104306,-209.15958938095235,BCC
7.444444444444445,1.7799999999999998,1607.9277777777777,-1108.4244894444444,1.8888888888888888,7.444444444444445,1.461111111111111,50.75044444444444,0.1311487704860399,13.14521343892854,11.312665716586537,-10.074074074074073,-221.68489788888888,BCC
6.818181818181818,1.7627272727272727,1605.8772727272728,-1009.2305662727272,2.090909090909091,6.818181818181818,1.4545454545454546,48.35309090909091,0.1246880404770903,13.253901936467193,12.155567140203702,-13.685950413223138,-201.84611325454543,BCC
7.363636363636363,1.7336363636363636,1773.998484848485,-1168.6442875454543,1.7878787878787878,7.363636363636363,1.5824242424242425,54.485757575757575,0.14799300110024,17.893574708843694,7.795806971055949,-10.24058769513315,-129.84936528282827,BCC
6.625,1.7512499999999998,1448.525,-943.815916875,2.125,6.625,1.4025,46.245125,0.1314759959079982,13.863278514531158,12.936559726081038,-13.9375,-157.3026528125,BCC
6.0,1.73,1461.7214285714283,-844.6773534285713,2.285714285714285,6.0,1.3957142857142857,43.77357142857143,0.1270545439677665,12.263784450108735,13.82879884484558,-15.6734693877551,-168.93547068571428,BCC
8.166666666666666,1.7483333333333333,1401.5833333333333,-1231.4373268333331,2.0,8.166666666666666,1.47,53.56683333333333,0.1520325257597494,14.896688227162048,11.584616575460135,-19.22222222222222,-205.23955447222212,BCC
6.142857142857142,1.7199999999999998,1604.5785714285716,-931.2433024285712,2.142857142857143,6.142857142857142,1.4785714285714284,46.75714285714285,0.1383577144320371,14.531775362338625,13.97530352910658,-22.857142857142847,-155.20721707142854,BCC
7.117647058823531,1.7747058823529414,1658.6401960784317,-1069.4591931960786,2.019607843137256,7.117647058823531,1.476078431372549,50.02925490196079,0.1216287011596772,13.37459413783079,11.201352384451884,-12.287581699346408,-213.8918386392157,BCC
6.962264150943397,1.768490566037736,1631.26320754717,-1038.20849054717,2.056603773584905,6.962264150943397,1.4649056603773587,49.159547169811326,0.1233708357698346,13.330279516833516,11.72253158515743,-13.05802776788893,-207.641698109434,BCC
6.888888888888888,1.765555555555555,1618.335185185185,-1023.4512142962964,2.074074074074073,6.888888888888888,1.4596296296296294,48.74885185185185,0.1240768380012766,13.295461224913202,11.94882991928049,-13.388203017832646,-204.69024285925929,BCC
6.75,1.76,1593.864285714286,-995.5177985357144,2.107142857142857,6.75,1.4496428571428572,47.97146428571428,0.1252141023550119,13.206621444034091,12.344760947349997,-13.95408163265306,-199.1035597071429,BCC
6.6842105263157885,1.7573684210526317,1582.272807017544,-982.2861805438596,2.12280701754386,6.6842105263157885,1.4449122807017545,47.60322807017544,0.1256635205868387,13.154482518876144,12.5181479523995,-14.195136965220064,-196.45723610877192,BCC
6.559322033898305,1.752372881355932,1560.268644067797,-957.1685328305084,2.1525423728813555,6.559322033898305,1.4359322033898303,46.904203389830506,0.1263615874781686,13.03846077796934,12.8233370497285,-14.60499856363114,-191.43370656610168,BCC
6.499999999999999,1.7499999999999998,1549.8166666666666,-945.2376501666666,2.1666666666666665,6.499999999999999,1.4316666666666666,46.57216666666666,0.1266227994214838,12.975746340770252,12.95761173922364,-14.777777777777777,-189.0475300333333,BCC
6.442622950819672,1.747704918032787,1539.7073770491806,-933.6979439836066,2.180327868852459,6.442622950819672,1.4275409836065576,46.25101639344263,0.1268327082319552,12.91054220808145,13.081080872095546,-14.931470034936847,-186.7395887967213,BCC
6.387096774193548,1.745483870967742,1529.9241935483872,-922.5304863870967,2.193548387096774,6.387096774193548,1.423548387096774,45.94022580645161,0.1269960301558209,12.8432518646042,13.194652195193962,-15.067637877211236,-184.5060972774193,BCC
6.333333333333333,1.7433333333333332,1520.451587301587,-911.7175512539682,2.206349206349206,6.333333333333333,1.4196825396825394,45.63930158730158,0.1271169939808605,12.774225710703272,13.299135442344124,-15.187704711514238,-182.34351025079363,BCC
6.28125,1.74125,1511.275,-901.24252034375,2.21875,6.28125,1.4159374999999998,45.34778125,0.1271994005489019,12.703768836014694,13.395255824765863,-15.292968749999998,-180.24850406875,BCC
6.181818181818182,1.7372727272727275,1493.7560606060606,-881.2447340606061,2.242424242424242,6.181818181818182,1.4087878787878787,44.79124242424243,0.1272619043017248,12.559594395344435,13.564951624373034,-15.463728191000918,-176.24894681212123,BCC
6.134328358208955,1.7353731343283585,1485.3888059701492,-871.6935525522387,2.253731343283582,6.134328358208955,1.4053731343283582,44.525432835820894,0.1272478878012419,12.486313444586347,13.639646907532851,-15.53129873022945,-174.33871051044773,BCC
6.088235294117647,1.7335294117647058,1477.2676470588235,-862.4232881470588,2.264705882352941,6.088235294117647,1.4020588235294116,44.26744117647059,0.1272071574230552,12.412483371734064,13.70823366888902,-15.588235294117643,-172.48465762941174,BCC
6.043478260869565,1.731739130434783,1469.381884057971,-853.421727057971,2.27536231884058,6.043478260869565,1.398840579710145,44.01692753623189,0.1271420125975666,12.338261089209748,13.771150886571428,-15.63537072043688,-170.6843454115942,BCC
6.0,1.73,1461.7214285714283,-844.6773534285713,2.285714285714285,6.0,1.3957142857142857,43.77357142857143,0.1270545439677665,12.263784450108735,13.82879884484558,-15.6734693877551,-168.93547068571428,BCC
7.09090909090909,1.801818181818181,1717.5136363636364,-1075.3655439090908,2.2727272727272725,7.09090909090909,1.492727272727273,50.513,0.1118292677431402,11.8106349923209,11.840260501778337,-24.13223140495868,-179.22759065151513,BCC
7.15686274509804,1.7745098039215688,1694.0911764705884,-1138.2803814705885,1.9803921568627447,7.15686274509804,1.491764705882353,51.32188235294118,0.1219018204353476,13.920872366202891,11.678627611578976,-12.8565936178393,-189.7133969117648,BCC
5.9,1.723,1345.45,-803.3158481,2.3000000000000003,5.9,1.358,42.392500000000005,0.1304645545732632,12.45325906116394,13.629143212087511,-15.400000000000002,-133.88597468333333,BCC
7.210526315789473,1.766140350877193,1792.2728070175438,-1122.7624375614034,1.7719298245614037,7.210526315789473,1.529122807017544,51.99164912280701,0.116479866281687,12.812363061901824,9.573244365506108,-9.270544783010155,-224.5524875122807,BCC
7.199999999999999,1.76575,1790.125,-1120.5588203999998,1.775,7.199999999999999,1.52825,51.929125,0.1165951864358044,12.823736593454605,9.63450930228722,-9.345,-224.11176408,BCC
7.411764705882352,1.7805882352941176,1533.2970588235294,-1086.2408206470589,1.9705882352941173,7.411764705882352,1.4373529411764707,49.60920588235294,0.1312371265724888,12.948765727689896,11.615122613856558,-12.647058823529411,-217.24816412941172,BCC
6.909090909090908,1.7563636363636366,1696.7863636363638,-1064.3179883636362,2.0,6.909090909090908,1.507272727272727,50.25172727272727,0.133775437837426,14.697168880613487,11.512480319476506,-17.520661157024794,-177.38633139393937,BCC
6.75,1.7525,1649.4,-1012.504766,2.0,6.75,1.4725,48.3795,0.122142335003061,11.52565131835077,12.180406695541894,-14.5,-253.1261915,BCC
6.28125,1.7206249999999996,2123.9625,-1896.7924596875,1.6875,7.15625,1.6634375,61.0199375,0.1474774876887995,10.86691661167146,5.946689014895513,-4.83203125,-379.3584919375,BCC
6.235294117647058,1.732941176470588,2203.5029411764704,-2669.902697941176,1.7058823529411762,7.882352941176469,1.681176470588235,68.15958823529411,0.1837762292086366,11.748688562503578,7.117074805633196,-5.148788927335639,-533.9805395882352,BCC
6.909090909090909,1.7563636363636363,1696.7863636363638,-1064.3179883636362,2.0,6.909090909090909,1.507272727272727,50.25172727272728,0.133775437837426,14.697168880613486,11.512480319476506,-17.520661157024794,-177.38633139393937,BCC
7.200000000000001,1.778,1673.15,-1086.0220656,2.0,7.200000000000001,1.4820000000000002,50.4902,0.1205653349848122,13.38086680397711,10.900307965618714,-11.840000000000002,-217.20441312000003,BCC
7.115384615384615,1.772307692307692,1691.9961538461537,-1073.4319582692306,2.0,7.115384615384615,1.4907692307692306,50.50757692307692,0.1216017362068515,14.221596536363382,11.025299627516269,-12.633136094674557,-178.9053263782051,BCC
7.0,1.7645454545454544,1717.6954545454546,-1056.2636300909091,2.0,7.0,1.5027272727272727,50.53127272727273,0.1225756639322412,14.697168880613486,11.139164463626289,-13.553719008264462,-176.04393834848486,BCC
6.896551724137932,1.7575862068965518,1740.736206896552,-1040.871335862069,2.0,6.896551724137932,1.513448275862069,50.55251724137931,0.123026634974702,14.87072251765131,11.18935530453819,-14.221165279429256,-173.4785559770115,BCC
6.833333333333333,1.7533333333333332,1754.8166666666666,-1031.4649338333334,2.0,6.833333333333333,1.52,50.5655,0.1231079020841292,14.896688227162048,11.19710299229802,-14.555555555555554,-171.91082230555557,BCC
6.633333333333333,1.7406666666666664,1683.15,-1026.0325359,2.033333333333333,6.633333333333333,1.509,49.35683333333333,0.138610565574522,14.840886007275238,12.284347221358695,-20.466666666666665,-171.00542265,BCC
7.200000000000001,1.778,1673.15,-1086.0220656,2.0,7.200000000000001,1.4820000000000002,50.4902,0.1205653349848122,13.38086680397711,10.900307965618714,-11.840000000000002,-217.20441312000003,BCC
6.5,1.6675,1904.65,-1052.56298525,1.75,6.5,1.635,53.43075,0.102072278312968,11.52565131835077,3.419064185779491,-2.25,-263.1407463125,BCC
6.800000000000001,1.7120000000000002,1622.9500000000005,-1039.6936872,2.0,6.800000000000001,1.5000000000000002,49.69120000000001,0.1359999999999999,13.38086680397711,11.305849027040042,-11.840000000000002,-207.93873744,BCC
7.479166666666667,1.7391666666666667,1742.8375,-1179.1862631041668,1.854166666666667,7.479166666666667,1.5529166666666667,53.6441875,0.1358742269731664,12.613638075980049,7.228266054748696,-6.5538194444444455,-235.8372526208333,BCC
7.044444444444443,1.7113333333333334,1753.15,-1128.1687572444444,1.8444444444444448,7.044444444444443,1.5691111111111111,52.82644444444444,0.1320538610651813,13.283561653623709,7.712071306778262,-8.158024691358023,-188.02812620740733,BCC
7.08695652173913,1.7626086956521738,1681.9760869565218,-1089.251374130435,1.9565217391304344,7.08695652173913,1.5047826086956522,50.82973913043477,0.1340738729307335,15.545078142305986,11.304737036119093,-15.77315689981096,-155.60733916149067,BCC
7.249999999999999,1.768333333333333,1668.4,-1112.1069777499995,1.9166666666666663,7.249999999999999,1.5024999999999995,51.35958333333333,0.1340915939034044,15.857159170357944,11.107449880656796,-14.249999999999996,-158.8724253928571,BCC
8.09090909090909,1.808181818181818,1844.786363636364,-1282.7761988181817,1.818181818181818,8.09090909090909,1.5663636363636362,56.03918181818182,0.1218656623886379,12.858421475807331,5.412208114625542,-10.743801652892564,-256.55523976363634,BCC
6.909090909090908,1.7563636363636363,1696.7863636363636,-1064.3179883636365,2.0,6.909090909090908,1.507272727272727,50.25172727272727,0.133775437837426,14.697168880613486,11.512480319476506,-17.520661157024794,-177.3863313939394,BCC
8.35,1.8065,1796.6,-1308.651942775,1.85,8.35,1.55375,56.2457,0.1184176929347975,10.39622838662105,3.833870493143633,-4.005,-327.16298569375,BCC
7.1013,1.774052,1655.7600000000002,-1066.1714630238998,2.0235,7.1013,1.474903,49.9377573,0.1218280809009153,13.37188937137208,11.25899385914198,-12.37319244,-213.23429260478,BCC
6.9375,1.7674999999999998,1626.9,-1033.2279098125,2.0625,6.9375,1.4631249999999998,49.0209375,0.1236173531507611,13.319492881123852,11.800275820502488,-13.171875,-206.6455819625,BCC
6.818181818181818,1.7627272727272727,1605.8772727272728,-1009.2305662727272,2.090909090909091,6.818181818181818,1.4545454545454546,48.35309090909091,0.1246880404770903,13.253901936467193,12.155567140203702,-13.685950413223138,-201.84611325454543,BCC
7.2,1.778,1673.15,-1086.0220656,2.0,7.2,1.4820000000000002,50.4902,0.1205653349848122,13.38086680397711,10.900307965618714,-11.840000000000003,-217.20441312000003,BCC
7.2,1.778,1673.15,-1086.0220656,2.0,7.2,1.4820000000000002,50.4902,0.1205653349848122,13.38086680397711,10.900307965618714,-11.840000000000003,-217.20441312000003,BCC
6.8,1.754,1633.7500000000002,-1047.0714612,2.2,6.8,1.5020000000000002,49.6644,0.1500133327407933,13.38086680397711,12.422800308591857,-25.92,-209.41429224,BCC
7.2,1.758,1879.75,-1150.5442016,2.0,7.2,1.608,54.4564,0.1463420650394137,13.38086680397711,6.667873210786175,-19.840000000000003,-230.10884032,BCC
